2.406639765840001832e+00,1.000000000000000000e+00,2.569264803266154473e+00,1.134233985624488739e+00,9.985616157344579316e-03
3.579146648509060835e+00,1.000000000000000000e+00,1.817104845653485512e+00,1.008625945457083395e+00,9.992165440796943118e-03
2.076400800808089642e+00,1.000000000000000000e+00,9.596029437385253047e+00,4.560576152946612893e+00,9.949652915768311678e-03
2.801456856338903290e+00,1.000000000000000000e+00,7.617839027581362998e+00,3.754186983712581860e+00,9.961446953726717929e-03
4.049240221026665587e+00,1.000000000000000000e+00,7.622255137954151216e+00,4.005385060416390530e+00,9.963722668722139672e-03
5.330127312542014550e+00,1.000000000000000000e+00,5.145334416944264078e+00,3.119442717755608108e+00,9.979743279238237688e-03
2.917964104424446958e+01,1.000000000000000000e+00,5.182615678013502425e+00,9.126425582899321043e+00,1.003947739611255399e-02
2.558586209670937528e+00,1.000000000000000000e+00,6.678984279630887144e+00,3.211991174407851091e+00,9.965401768410538791e-03
2.999336840931991333e+01,1.000000000000000000e+00,5.908428099506028097e+00,9.667707483451753347e+00,1.003751848007403309e-02
1.770036550745431114e+01,1.000000000000000000e+00,4.041163611654827292e+00,5.650604013547222415e+00,1.001602632794830819e-02
3.570271088696135564e+01,1.000000000000000000e+00,2.318203385849231246e+00,9.281217023134937349e+00,1.006953123670497642e-02
2.889447291387216410e+01,1.000000000000000000e+00,3.492421553606739337e-02,6.475359287666654140e+00,1.006444162103293377e-02
1.901094606155262667e+01,1.000000000000000000e+00,4.640147535399482770e+00,6.328100748983215951e+00,1.001685085763487706e-02
-2.120490682173244323e+00,1.000000000000000000e+00,4.320935381007389608e+00,8.794845597135181325e-01,9.965577219072858581e-03
-1.414767805196010642e+01,1.000000000000000000e+00,9.818801764178228808e+00,5.739516040119985174e-01,9.907535619291203688e-03
1.315258723175250921e+01,1.000000000000000000e+00,5.809110619458373037e+00,5.404295526852939346e+00,9.995990101805457897e-03
-3.702424497970412398e-01,1.000000000000000000e+00,6.633754527775942655e+00,2.452018472726712695e+00,9.958115494737615481e-03
3.312297117556650239e+00,1.000000000000000000e+00,1.384241492774551663e-01,1.185867814558327904e-01,9.999787823432269851e-03
1.400519934758021634e+01,1.000000000000000000e+00,6.401864930595535519e-01,3.077950614933481432e+00,1.002434000505202094e-02
3.621163503040826726e+01,1.000000000000000000e+00,2.202510100351351419e+00,9.393952340218145736e+00,1.007196153009577363e-02
1.504703841178255708e+01,1.000000000000000000e+00,3.654991608229252176e-01,3.193377836443272777e+00,1.002826310116458966e-02
3.798320352652140741e+01,1.000000000000000000e+00,6.054889310979516548e-01,9.032789696234093668e+00,1.008422381875731001e-02
2.063711800160747956e+01,1.000000000000000000e+00,2.885252950207140898e+00,5.800160108309887264e+00,1.002924522509324005e-02
6.498452348169297288e+00,1.000000000000000000e+00,2.708370900197796249e+00,2.203920795651070907e+00,9.994964138367947587e-03
2.825332630145158674e+01,1.000000000000000000e+00,2.439213317990410523e+00,7.479187068743011757e+00,1.005022608399941744e-02
-5.695008120555267617e+00,1.000000000000000000e+00,5.941357973619451727e+00,7.619904030142932161e-01,9.948395995464360750e-03
1.382076677441379253e+01,1.000000000000000000e+00,8.152367469698673652e-01,3.090816322622495171e+00,1.002274680804166561e-02
1.139593230989759043e+01,1.000000000000000000e+00,1.808343567441836885e+00,2.982184176744646642e+00,1.001165103633052354e-02
2.356767276513645015e+01,1.000000000000000000e+00,1.784389502523019422e+00,5.980604742647558147e+00,1.004198894888132416e-02
3.275709048785089550e+01,1.000000000000000000e+00,1.618273627286911376e+00,8.242092358272017805e+00,1.006621716614354740e-02
4.831031974965379838e+00,1.000000000000000000e+00,1.464281333163668375e+00,1.172687602736042223e+00,9.997008586406978467e-03
-1.320213355516216858e+01,1.000000000000000000e+00,8.928299761762586328e+00,3.688375628246443050e-01,9.914403896637856428e-03
4.064171427897614208e+00,1.000000000000000000e+00,8.850081985220802139e+00,4.658588596678522542e+00,9.958034446639764392e-03
-3.517144728212914795e-01,1.000000000000000000e+00,9.612792661365075375e+00,3.897177390362702720e+00,9.943108067096459446e-03
